state,district,crop,season,area_ha,temperature_c,rainfall_mm,yield_tons_per_ha
Jammu and Kashmir,DODA,Wheat,Rabi,6579.0,10.5,452.7,1.403
Jammu and Kashmir,DODA,Maize,Kharif,49835.0,22.0,441.4,0.758
Jammu and Kashmir,DODA,Rice (Paddy),Kharif,4066.0,22.0,441.4,0.852
Jammu and Kashmir,DODA,Maize,Kharif,51730.0,22.0,441.4,1.195
Jammu and Kashmir,DODA,Rice (Paddy),Kharif,3503.0,22.0,441.4,0.972
Jammu and Kashmir,DODA,Wheat,Rabi,11086.0,10.5,452.7,0.446
Jammu and Kashmir,DODA,Maize,Kharif,50959.0,22.0,441.4,1.271
Jammu and Kashmir,DODA,Rice (Paddy),Kharif,3879.0,22.0,441.4,0.853
Jammu and Kashmir,DODA,Wheat,Rabi,10862.0,10.5,452.7,1.333
Jammu and Kashmir,DODA,Maize,Kharif,51566.0,22.0,441.4,0.553
Jammu and Kashmir,DODA,Rice (Paddy),Kharif,4155.0,22.0,441.4,1.062
Jammu and Kashmir,DODA,Wheat,Rabi,11735.0,10.5,452.7,1.073
Jammu and Kashmir,DODA,Maize,Kharif,52051.0,22.0,441.4,1.711
Jammu and Kashmir,DODA,Rice (Paddy),Kharif,4050.0,22.0,441.4,1.841
Jammu and Kashmir,DODA,Wheat,Rabi,10581.0,10.5,452.7,0.669
Jammu and Kashmir,DODA,Maize,Kharif,51071.0,22.0,441.4,0.897
Jammu and Kashmir,DODA,Rice (Paddy),Kharif,4203.0,22.0,441.4,1.132
Jammu and Kashmir,DODA,Wheat,Rabi,10653.0,10.5,452.7,1.088
Jammu and Kashmir,DODA,Maize,Kharif,50954.0,22.0,441.4,1.115
Jammu and Kashmir,DODA,Rice (Paddy),Kharif,3781.0,22.0,441.4,1.492
Jammu and Kashmir,DODA,Wheat,Kharif,239.0,22.0,441.4,0.121
Jammu and Kashmir,DODA,Wheat,Rabi,239.0,10.5,452.7,0.121
Jammu and Kashmir,DODA,Maize,Kharif,25281.0,22.0,441.4,1.141
Jammu and Kashmir,DODA,Rice (Paddy),Kharif,1868.0,22.0,441.4,0.942
Jammu and Kashmir,DODA,Wheat,Rabi,3610.0,10.5,452.7,1.407
Jammu and Kashmir,DODA,Wheat,Rabi,3701.0,10.5,452.7,0.608
Jammu and Kashmir,DODA,Wheat,Rabi,3958.0,10.5,452.7,1.129
Jammu and Kashmir,DODA,Maize,Kharif,25808.0,22.0,441.4,1.1
Jammu and Kashmir,DODA,Rice (Paddy),Kharif,1911.0,22.0,441.4,0.991
Jammu and Kashmir,GANDERBAL,Maize,Kharif,3397.0,22.0,471.9,1.16
Jammu and Kashmir,GANDERBAL,Rice (Paddy),Kharif,8363.0,22.0,471.9,2.668
Jammu and Kashmir,GANDERBAL,Maize,Kharif,3375.0,22.0,471.9,0.736
Jammu and Kashmir,GANDERBAL,Rice (Paddy),Kharif,7684.0,22.0,471.9,1.13
Jammu and Kashmir,JAMMU,Maize,Kharif,26766.0,22.0,860.5,1.565
Jammu and Kashmir,JAMMU,Wheat,Rabi,94071.0,10.5,204.8,1.693
Jammu and Kashmir,JAMMU,Maize,Kharif,20884.0,22.0,860.5,1.603
Jammu and Kashmir,JAMMU,Rice (Paddy),Kharif,50332.0,22.0,860.5,1.25
Jammu and Kashmir,JAMMU,Maize,Kharif,20994.0,22.0,860.5,1.561
Jammu and Kashmir,JAMMU,Rice (Paddy),Kharif,50161.0,22.0,860.5,1.939
Jammu and Kashmir,JAMMU,Wheat,Rabi,101047.0,10.5,204.8,0.906
Jammu and Kashmir,JAMMU,Sugarcane,Whole Year,52.0,19.0,1211.3,6.038
Jammu and Kashmir,JAMMU,Cotton,Kharif,44.0,22.0,860.5,0.5
Jammu and Kashmir,JAMMU,Maize,Kharif,20950.0,22.0,860.5,1.797
Jammu and Kashmir,JAMMU,Rice (Paddy),Kharif,50176.0,22.0,860.5,1.741
Jammu and Kashmir,JAMMU,Wheat,Rabi,95457.0,10.5,204.8,1.339
Jammu and Kashmir,JAMMU,Sugarcane,Whole Year,55.0,19.0,1211.3,6.0
Jammu and Kashmir,JAMMU,Cotton,Kharif,33.0,22.0,860.5,0.515
Jammu and Kashmir,JAMMU,Maize,Kharif,20870.0,22.0,860.5,1.856
Jammu and Kashmir,JAMMU,Rice (Paddy),Kharif,46885.0,22.0,860.5,1.415
Jammu and Kashmir,JAMMU,Wheat,Rabi,90028.0,10.5,204.8,1.984
Jammu and Kashmir,JAMMU,Sugarcane,Whole Year,68.0,19.0,1211.3,6.0
Jammu and Kashmir,JAMMU,Cotton,Kharif,2.0,22.0,860.5,0.5
Jammu and Kashmir,JAMMU,Maize,Kharif,16627.0,22.0,860.5,1.722
Jammu and Kashmir,JAMMU,Rice (Paddy),Kharif,58426.0,22.0,860.5,1.824
Jammu and Kashmir,JAMMU,Wheat,Rabi,94722.0,10.5,204.8,2.202
Jammu and Kashmir,JAMMU,Sugarcane,Whole Year,77.0,19.0,1211.3,5.935
Jammu and Kashmir,JAMMU,Maize,Kharif,17251.0,22.0,860.5,1.643
Jammu and Kashmir,JAMMU,Rice (Paddy),Kharif,53706.0,22.0,860.5,1.679
Jammu and Kashmir,JAMMU,Wheat,Rabi,93162.0,10.5,204.8,2.248
Jammu and Kashmir,JAMMU,Cotton,Kharif,31.0,22.0,860.5,0.5
Jammu and Kashmir,JAMMU,Maize,Kharif,19705.0,22.0,860.5,1.599
Jammu and Kashmir,JAMMU,Rice (Paddy),Kharif,57336.0,22.0,860.5,1.653
Jammu and Kashmir,JAMMU,Sugarcane,Kharif,101.0,22.0,860.5,6.0
Jammu and Kashmir,JAMMU,Cotton,Kharif,57.0,22.0,860.5,0.5
Jammu and Kashmir,JAMMU,Maize,Kharif,11275.0,22.0,860.5,1.557
Jammu and Kashmir,JAMMU,Rice (Paddy),Kharif,50716.0,22.0,860.5,1.851
Jammu and Kashmir,JAMMU,Wheat,Rabi,77618.0,10.5,204.8,2.123
Jammu and Kashmir,JAMMU,Wheat,Rabi,80558.0,10.5,204.8,2.022
Jammu and Kashmir,JAMMU,Wheat,Rabi,90198.0,10.5,204.8,1.811
Jammu and Kashmir,JAMMU,Maize,Kharif,10961.0,22.0,860.5,1.214
Jammu and Kashmir,JAMMU,Rice (Paddy),Kharif,65470.0,22.0,860.5,1.787
Jammu and Kashmir,KARGIL,Wheat,Rabi,1603.0,10.5,106.8,0.867
Jammu and Kashmir,KARGIL,Wheat,Rabi,1603.0,10.5,106.8,0.867
Jammu and Kashmir,KARGIL,Wheat,Rabi,1487.0,10.5,106.8,0.861
Jammu and Kashmir,KARGIL,Wheat,Rabi,1407.0,10.5,106.8,0.91
Jammu and Kashmir,KARGIL,Wheat,Rabi,1481.0,10.5,106.8,0.858
Jammu and Kashmir,KARGIL,Wheat,Rabi,1397.0,10.5,106.8,0.859
Jammu and Kashmir,KARGIL,Maize,Kharif,4.0,22.0,49.7,2.5
Jammu and Kashmir,KARGIL,Wheat,Rabi,1412.0,10.5,106.8,0.857
Jammu and Kashmir,KARGIL,Wheat,Rabi,1603.0,10.5,106.8,0.861
Jammu and Kashmir,KARGIL,Wheat,Rabi,1324.0,10.5,106.8,0.865
Jammu and Kashmir,KATHUA,Maize,Kharif,15893.0,22.0,982.0,1.818
Jammu and Kashmir,KATHUA,Wheat,Rabi,48718.0,10.5,208.3,1.475
Jammu and Kashmir,KATHUA,Maize,Kharif,15122.0,22.0,982.0,2.222
Jammu and Kashmir,KATHUA,Rice (Paddy),Kharif,35644.0,22.0,982.0,1.455
Jammu and Kashmir,KATHUA,Maize,Kharif,16233.0,22.0,982.0,2.479
Jammu and Kashmir,KATHUA,Rice (Paddy),Kharif,34303.0,22.0,982.0,1.673
Jammu and Kashmir,KATHUA,Wheat,Rabi,53097.0,10.5,208.3,0.63
Jammu and Kashmir,KATHUA,Cotton,Kharif,13.0,22.0,982.0,0.462
Jammu and Kashmir,KATHUA,Maize,Kharif,15660.0,22.0,982.0,2.405
Jammu and Kashmir,KATHUA,Rice (Paddy),Kharif,36591.0,22.0,982.0,1.769
Jammu and Kashmir,KATHUA,Wheat,Rabi,51501.0,10.5,208.3,1.548
Jammu and Kashmir,KATHUA,Cotton,Kharif,4.0,22.0,982.0,0.5
Jammu and Kashmir,KATHUA,Maize,Kharif,19223.0,22.0,982.0,1.773
Jammu and Kashmir,KATHUA,Rice (Paddy),Kharif,29420.0,22.0,982.0,1.475
Jammu and Kashmir,KATHUA,Wheat,Rabi,49633.0,10.5,208.3,1.599
Jammu and Kashmir,KATHUA,Cotton,Kharif,5.0,22.0,982.0,0.4
Jammu and Kashmir,KATHUA,Maize,Kharif,19474.0,22.0,982.0,2.47
Jammu and Kashmir,KATHUA,Rice (Paddy),Kharif,30628.0,22.0,982.0,1.818
Jammu and Kashmir,KATHUA,Wheat,Rabi,51873.0,10.5,208.3,1.646
Jammu and Kashmir,KATHUA,Maize,Kharif,19539.0,22.0,982.0,2.452
Jammu and Kashmir,KATHUA,Rice (Paddy),Kharif,30611.0,22.0,982.0,1.692
Jammu and Kashmir,KATHUA,Wheat,Rabi,52842.0,10.5,208.3,1.872
Jammu and Kashmir,KATHUA,Cotton,Kharif,4.0,22.0,982.0,0.5
Jammu and Kashmir,KATHUA,Maize,Kharif,19578.0,22.0,982.0,1.978
Jammu and Kashmir,KATHUA,Rice (Paddy),Kharif,30747.0,22.0,982.0,1.671
Jammu and Kashmir,KATHUA,Cotton,Kharif,2.0,22.0,982.0,0.5
Jammu and Kashmir,KATHUA,Maize,Kharif,21305.0,22.0,982.0,2.073
Jammu and Kashmir,KATHUA,Rice (Paddy),Kharif,27573.0,22.0,982.0,1.909
Jammu and Kashmir,KATHUA,Wheat,Rabi,53386.0,10.5,208.3,1.98
Jammu and Kashmir,KATHUA,Wheat,Rabi,55982.0,10.5,208.3,1.628
Jammu and Kashmir,KATHUA,Wheat,Rabi,52493.0,10.5,208.3,1.537
Jammu and Kashmir,KATHUA,Maize,Kharif,18852.0,22.0,982.0,1.467
Jammu and Kashmir,KATHUA,Rice (Paddy),Kharif,33206.0,22.0,982.0,1.541
Jammu and Kashmir,KISHTWAR,Maize,Kharif,11962.0,22.0,471.9,1.141
Jammu and Kashmir,KISHTWAR,Rice (Paddy),Kharif,943.0,22.0,471.9,0.941
Jammu and Kashmir,KISHTWAR,Wheat,Kharif,20.0,22.0,471.9,0.12
Jammu and Kashmir,KISHTWAR,Wheat,Rabi,2985.0,10.5,277.4,1.407
Jammu and Kashmir,KISHTWAR,Wheat,Rabi,2579.0,10.5,277.4,0.838
Jammu and Kashmir,KISHTWAR,Wheat,Rabi,3416.0,10.5,277.4,1.237
Jammu and Kashmir,KISHTWAR,Maize,Kharif,12582.0,22.0,471.9,0.494
Jammu and Kashmir,KISHTWAR,Rice (Paddy),Kharif,1196.0,22.0,471.9,0.12
Jammu and Kashmir,KULGAM,Maize,Kharif,4928.0,22.0,471.9,1.508
Jammu and Kashmir,KULGAM,Rice (Paddy),Kharif,17961.0,22.0,471.9,2.586
Jammu and Kashmir,KULGAM,Wheat,Rabi,13.0,10.5,277.4,0.769
Jammu and Kashmir,KULGAM,Maize,Kharif,3247.0,22.0,471.9,0.315
Jammu and Kashmir,KULGAM,Rice (Paddy),Kharif,18344.0,22.0,471.9,0.983
Jammu and Kashmir,KUPWARA,Maize,Kharif,21774.0,22.0,253.2,0.556
Jammu and Kashmir,KUPWARA,Maize,Kharif,23651.0,22.0,253.2,0.191
Jammu and Kashmir,KUPWARA,Rice (Paddy),Kharif,9918.0,22.0,253.2,0.407
Jammu and Kashmir,KUPWARA,Maize,Kharif,24096.0,22.0,253.2,0.749
Jammu and Kashmir,KUPWARA,Rice (Paddy),Kharif,11255.0,22.0,253.2,1.103
Jammu and Kashmir,KUPWARA,Wheat,Rabi,130.0,10.5,384.5,1.0
Jammu and Kashmir,KUPWARA,Maize,Kharif,23788.0,22.0,253.2,0.743
Jammu and Kashmir,KUPWARA,Rice (Paddy),Kharif,11784.0,22.0,253.2,1.636
Jammu and Kashmir,KUPWARA,Wheat,Rabi,99.0,10.5,384.5,1.313
Jammu and Kashmir,KUPWARA,Maize,Kharif,23788.0,22.0,253.2,0.879
Jammu and Kashmir,KUPWARA,Rice (Paddy),Kharif,11784.0,22.0,253.2,1.637
Jammu and Kashmir,KUPWARA,Wheat,Rabi,108.0,10.5,384.5,1.296
Jammu and Kashmir,KUPWARA,Maize,Kharif,23741.0,22.0,253.2,0.908
Jammu and Kashmir,KUPWARA,Rice (Paddy),Kharif,11806.0,22.0,253.2,1.597
Jammu and Kashmir,KUPWARA,Wheat,Rabi,36.0,10.5,384.5,1.111
Jammu and Kashmir,KUPWARA,Maize,Kharif,23533.0,22.0,253.2,0.994
Jammu and Kashmir,KUPWARA,Rice (Paddy),Kharif,12013.0,22.0,253.2,1.482
Jammu and Kashmir,KUPWARA,Maize,Kharif,25288.0,22.0,253.2,1.171
Jammu and Kashmir,KUPWARA,Rice (Paddy),Kharif,13867.0,22.0,253.2,1.595
Jammu and Kashmir,KUPWARA,Maize,Kharif,24730.0,22.0,253.2,0.933
Jammu and Kashmir,KUPWARA,Rice (Paddy),Kharif,15241.0,22.0,253.2,1.581
Jammu and Kashmir,KUPWARA,Maize,Kharif,18088.0,22.0,253.2,0.862
Jammu and Kashmir,KUPWARA,Rice (Paddy),Kharif,17680.0,22.0,253.2,1.035
Jammu and Kashmir,LEH LADAKH,Wheat,Rabi,3725.0,10.5,277.4,0.784
Jammu and Kashmir,LEH LADAKH,Wheat,Rabi,2550.0,10.5,277.4,0.886
Jammu and Kashmir,LEH LADAKH,Wheat,Rabi,2604.0,10.5,277.4,0.887
Jammu and Kashmir,LEH LADAKH,Wheat,Rabi,2604.0,10.5,277.4,0.887
Jammu and Kashmir,LEH LADAKH,Wheat,Rabi,2894.0,10.5,277.4,0.888
Jammu and Kashmir,LEH LADAKH,Wheat,Rabi,2977.0,10.5,277.4,0.887
Jammu and Kashmir,LEH LADAKH,Wheat,Rabi,3110.0,10.5,277.4,0.887
Jammu and Kashmir,LEH LADAKH,Wheat,Rabi,2676.0,10.5,277.4,0.886
Jammu and Kashmir,LEH LADAKH,Wheat,Rabi,1092.0,10.5,277.4,0.925
Jammu and Kashmir,POONCH,Maize,Kharif,23674.0,22.0,760.5,1.952
Jammu and Kashmir,POONCH,Wheat,Rabi,11551.0,10.5,386.5,1.838
Jammu and Kashmir,POONCH,Maize,Kharif,23781.0,22.0,760.5,3.359
Jammu and Kashmir,POONCH,Rice (Paddy),Kharif,3610.0,22.0,760.5,1.901
Jammu and Kashmir,POONCH,Maize,Kharif,23681.0,22.0,760.5,2.866
Jammu and Kashmir,POONCH,Rice (Paddy),Kharif,3598.0,22.0,760.5,1.744
Jammu and Kashmir,POONCH,Wheat,Rabi,14639.0,10.5,386.5,0.328
Jammu and Kashmir,POONCH,Maize,Kharif,23874.0,22.0,760.5,2.454
Jammu and Kashmir,POONCH,Rice (Paddy),Kharif,3462.0,22.0,760.5,1.563
Jammu and Kashmir,POONCH,Wheat,Rabi,16593.0,10.5,386.5,1.687
Jammu and Kashmir,POONCH,Maize,Kharif,23909.0,22.0,760.5,2.502
Jammu and Kashmir,POONCH,Rice (Paddy),Kharif,3440.0,22.0,760.5,1.49
Jammu and Kashmir,POONCH,Wheat,Rabi,15390.0,10.5,386.5,1.426
Jammu and Kashmir,POONCH,Maize,Kharif,24020.0,22.0,760.5,1.949
Jammu and Kashmir,POONCH,Rice (Paddy),Kharif,3213.0,22.0,760.5,1.655
Jammu and Kashmir,POONCH,Wheat,Rabi,15175.0,10.5,386.5,1.467
Jammu and Kashmir,POONCH,Maize,Kharif,23621.0,22.0,760.5,2.153
Jammu and Kashmir,POONCH,Rice (Paddy),Kharif,3562.0,22.0,760.5,1.467
Jammu and Kashmir,POONCH,Wheat,Rabi,15068.0,10.5,386.5,1.553
Jammu and Kashmir,POONCH,Maize,Kharif,23728.0,22.0,760.5,2.004
Jammu and Kashmir,POONCH,Rice (Paddy),Kharif,3584.0,22.0,760.5,1.497
Jammu and Kashmir,POONCH,Maize,Kharif,23712.0,22.0,760.5,1.793
Jammu and Kashmir,POONCH,Rice (Paddy),Kharif,3669.0,22.0,760.5,1.821
Jammu and Kashmir,POONCH,Wheat,Rabi,14914.0,10.5,386.5,1.408
Jammu and Kashmir,POONCH,Wheat,Rabi,14946.0,10.5,386.5,1.658
Jammu and Kashmir,POONCH,Wheat,Rabi,14970.0,10.5,386.5,1.286
Jammu and Kashmir,POONCH,Maize,Kharif,23827.0,22.0,760.5,1.555
Jammu and Kashmir,POONCH,Rice (Paddy),Kharif,3349.0,22.0,760.5,1.298
Jammu and Kashmir,PULWAMA,Maize,Kharif,9620.0,22.0,151.4,1.029
Jammu and Kashmir,PULWAMA,Wheat,Rabi,449.0,10.5,145.7,0.891
Jammu and Kashmir,PULWAMA,Maize,Kharif,10724.0,22.0,151.4,0.615
Jammu and Kashmir,PULWAMA,Rice (Paddy),Kharif,24563.0,22.0,151.4,2.159
Jammu and Kashmir,PULWAMA,Maize,Kharif,11581.0,22.0,151.4,0.795
Jammu and Kashmir,PULWAMA,Rice (Paddy),Kharif,23330.0,22.0,151.4,1.256
Jammu and Kashmir,PULWAMA,Wheat,Rabi,524.0,10.5,145.7,1.66
Jammu and Kashmir,PULWAMA,Maize,Kharif,12564.0,22.0,151.4,0.873
Jammu and Kashmir,PULWAMA,Rice (Paddy),Kharif,22359.0,22.0,151.4,1.911
Jammu and Kashmir,PULWAMA,Wheat,Rabi,828.0,10.5,145.7,0.7
Jammu and Kashmir,PULWAMA,Maize,Kharif,12559.0,22.0,151.4,0.777
Jammu and Kashmir,PULWAMA,Rice (Paddy),Kharif,22328.0,22.0,151.4,1.723
Jammu and Kashmir,PULWAMA,Wheat,Rabi,456.0,10.5,145.7,1.382
Jammu and Kashmir,PULWAMA,Maize,Kharif,10073.0,22.0,151.4,1.218
Jammu and Kashmir,PULWAMA,Rice (Paddy),Kharif,25017.0,22.0,151.4,2.028
Jammu and Kashmir,PULWAMA,Wheat,Rabi,389.0,10.5,145.7,2.057
Jammu and Kashmir,PULWAMA,Maize,Kharif,11650.0,22.0,151.4,1.167
Jammu and Kashmir,PULWAMA,Rice (Paddy),Kharif,23029.0,22.0,151.4,2.617
Jammu and Kashmir,PULWAMA,Wheat,Rabi,405.0,10.5,145.7,1.358
Jammu and Kashmir,PULWAMA,Maize,Kharif,10678.0,22.0,151.4,0.691
Jammu and Kashmir,PULWAMA,Rice (Paddy),Kharif,22864.0,22.0,151.4,2.602
Jammu and Kashmir,PULWAMA,Maize,Kharif,5509.0,22.0,151.4,0.917
Jammu and Kashmir,PULWAMA,Rice (Paddy),Kharif,16734.0,22.0,151.4,2.753
Jammu and Kashmir,PULWAMA,Wheat,Rabi,351.0,10.5,145.7,1.823
Jammu and Kashmir,PULWAMA,Wheat,Rabi,350.0,10.5,145.7,1.029
Jammu and Kashmir,PULWAMA,Wheat,Rabi,320.0,10.5,145.7,1.578
Jammu and Kashmir,PULWAMA,Maize,Kharif,5076.0,22.0,151.4,0.857
Jammu and Kashmir,PULWAMA,Rice (Paddy),Kharif,16100.0,22.0,151.4,0.41
Jammu and Kashmir,RAJAURI,Maize,Kharif,44683.0,22.0,471.9,1.808
Jammu and Kashmir,RAJAURI,Wheat,Rabi,37794.0,10.5,277.4,1.794
Jammu and Kashmir,RAJAURI,Maize,Kharif,44892.0,22.0,471.9,2.594
Jammu and Kashmir,RAJAURI,Rice (Paddy),Kharif,6247.0,22.0,471.9,1.636
Jammu and Kashmir,RAJAURI,Maize,Kharif,45048.0,22.0,471.9,2.671
Jammu and Kashmir,RAJAURI,Rice (Paddy),Kharif,6418.0,22.0,471.9,1.321
Jammu and Kashmir,RAJAURI,Cotton,Kharif,10.0,22.0,471.9,0.5
Jammu and Kashmir,RAJAURI,Maize,Kharif,46264.0,22.0,471.9,2.946
Jammu and Kashmir,RAJAURI,Rice (Paddy),Kharif,5609.0,22.0,471.9,1.906
Jammu and Kashmir,RAJAURI,Wheat,Rabi,40972.0,10.5,277.4,1.032
Jammu and Kashmir,RAJAURI,Cotton,Kharif,6.0,22.0,471.9,0.5
Jammu and Kashmir,RAJAURI,Maize,Kharif,45759.0,22.0,471.9,2.589
Jammu and Kashmir,RAJAURI,Rice (Paddy),Kharif,6100.0,22.0,471.9,1.909
Jammu and Kashmir,RAJAURI,Wheat,Rabi,39073.0,10.5,277.4,1.562
Jammu and Kashmir,RAJAURI,Cotton,Kharif,3.0,22.0,471.9,0.333
Jammu and Kashmir,RAJAURI,Maize,Kharif,43905.0,22.0,471.9,2.164
Jammu and Kashmir,RAJAURI,Rice (Paddy),Kharif,8493.0,22.0,471.9,1.719
Jammu and Kashmir,RAJAURI,Wheat,Rabi,40718.0,10.5,277.4,1.935
Jammu and Kashmir,RAJAURI,Maize,Kharif,46156.0,22.0,471.9,2.561
Jammu and Kashmir,RAJAURI,Rice (Paddy),Kharif,5719.0,22.0,471.9,1.789
Jammu and Kashmir,RAJAURI,Wheat,Rabi,41847.0,10.5,277.4,1.922
Jammu and Kashmir,RAJAURI,Maize,Kharif,45057.0,22.0,471.9,2.292
Jammu and Kashmir,RAJAURI,Rice (Paddy),Kharif,6759.0,22.0,471.9,1.862
Jammu and Kashmir,RAJAURI,Maize,Kharif,36967.0,22.0,471.9,2.674
Jammu and Kashmir,RAJAURI,Rice (Paddy),Kharif,15684.0,22.0,471.9,1.585
Jammu and Kashmir,RAJAURI,Wheat,Rabi,40570.0,10.5,277.4,1.93
Jammu and Kashmir,RAJAURI,Wheat,Rabi,42196.0,10.5,277.4,1.835
Jammu and Kashmir,RAJAURI,Wheat,Rabi,43943.0,10.5,277.4,1.707
Jammu and Kashmir,RAJAURI,Maize,Kharif,47815.0,22.0,471.9,1.508
Jammu and Kashmir,RAJAURI,Rice (Paddy),Kharif,5035.0,22.0,471.9,0.806
Jammu and Kashmir,RAMBAN,Maize,Kharif,16912.0,22.0,471.9,1.141
Jammu and Kashmir,RAMBAN,Rice (Paddy),Kharif,1261.0,22.0,471.9,0.941
Jammu and Kashmir,RAMBAN,Wheat,Rabi,4021.0,10.5,277.4,1.405
Jammu and Kashmir,RAMBAN,Wheat,Rabi,3997.0,10.5,277.4,0.59
Jammu and Kashmir,RAMBAN,Wheat,Rabi,2479.0,10.5,277.4,0.637
Jammu and Kashmir,RAMBAN,Maize,Kharif,18022.0,22.0,471.9,0.718
Jammu and Kashmir,RAMBAN,Rice (Paddy),Kharif,1173.0,22.0,471.9,0.465
Jammu and Kashmir,REASI,Maize,Kharif,23540.0,22.0,1322.6,1.811
Jammu and Kashmir,REASI,Rice (Paddy),Kharif,1721.0,22.0,1322.6,1.178
Jammu and Kashmir,REASI,Wheat,Rabi,10099.0,10.5,305.8,1.457
Jammu and Kashmir,REASI,Wheat,Rabi,11353.0,10.5,305.8,1.041
Jammu and Kashmir,REASI,Wheat,Rabi,14290.0,10.5,305.8,1.209
Jammu and Kashmir,REASI,Maize,Kharif,21750.0,22.0,1322.6,0.802
Jammu and Kashmir,REASI,Rice (Paddy),Kharif,4454.0,22.0,1322.6,0.64
Jammu and Kashmir,SAMBA,Cotton,Kharif,5.0,22.0,860.5,0.5
Jammu and Kashmir,SAMBA,Maize,Kharif,3219.0,22.0,860.5,1.556
Jammu and Kashmir,SAMBA,Rice (Paddy),Kharif,11236.0,22.0,860.5,1.851
Jammu and Kashmir,SAMBA,Sugarcane,Kharif,28.0,22.0,860.5,6.0
Jammu and Kashmir,SAMBA,Wheat,Rabi,23662.0,10.5,204.8,2.123
Jammu and Kashmir,SAMBA,Wheat,Rabi,29011.0,10.5,204.8,2.77
Jammu and Kashmir,SAMBA,Wheat,Rabi,30073.0,10.5,204.8,1.392
Jammu and Kashmir,SAMBA,Maize,Kharif,4009.0,22.0,860.5,1.062
Jammu and Kashmir,SAMBA,Rice (Paddy),Kharif,9123.0,22.0,860.5,1.66
Jammu and Kashmir,SHOPIAN,Maize,Kharif,1479.0,22.0,471.9,0.92
Jammu and Kashmir,SHOPIAN,Rice (Paddy),Kharif,556.0,22.0,471.9,2.757
Jammu and Kashmir,SRINAGAR,Maize,Kharif,5344.0,22.0,184.3,1.216
Jammu and Kashmir,SRINAGAR,Wheat,Rabi,16.0,10.5,230.5,0.625
Jammu and Kashmir,SRINAGAR,Maize,Kharif,5170.0,22.0,184.3,0.433
Jammu and Kashmir,SRINAGAR,Rice (Paddy),Kharif,11854.0,22.0,184.3,2.281
Jammu and Kashmir,SRINAGAR,Maize,Kharif,4701.0,22.0,184.3,0.991
Jammu and Kashmir,SRINAGAR,Rice (Paddy),Kharif,12022.0,22.0,184.3,2.554
Jammu and Kashmir,SRINAGAR,Wheat,Rabi,5.0,10.5,230.5,2.0
Jammu and Kashmir,SRINAGAR,Maize,Kharif,4701.0,22.0,184.3,1.227
Jammu and Kashmir,SRINAGAR,Rice (Paddy),Kharif,12022.0,22.0,184.3,2.208
Jammu and Kashmir,SRINAGAR,Wheat,Rabi,6.0,10.5,230.5,1.667
Jammu and Kashmir,SRINAGAR,Maize,Kharif,4803.0,22.0,184.3,1.455
Jammu and Kashmir,SRINAGAR,Rice (Paddy),Kharif,10346.0,22.0,184.3,2.36
Jammu and Kashmir,SRINAGAR,Wheat,Rabi,5.0,10.5,230.5,2.0
Jammu and Kashmir,SRINAGAR,Maize,Kharif,4985.0,22.0,184.3,1.067
Jammu and Kashmir,SRINAGAR,Rice (Paddy),Kharif,12022.0,22.0,184.3,2.728
Jammu and Kashmir,SRINAGAR,Wheat,Rabi,9.0,10.5,230.5,1.111
Jammu and Kashmir,SRINAGAR,Maize,Kharif,5003.0,22.0,184.3,1.291
Jammu and Kashmir,SRINAGAR,Rice (Paddy),Kharif,11736.0,22.0,184.3,2.676
Jammu and Kashmir,SRINAGAR,Wheat,Rabi,2.0,10.5,230.5,5.0
Jammu and Kashmir,SRINAGAR,Maize,Kharif,5003.0,22.0,184.3,1.021
Jammu and Kashmir,SRINAGAR,Rice (Paddy),Kharif,11736.0,22.0,184.3,3.052
Jammu and Kashmir,SRINAGAR,Maize,Kharif,116.0,22.0,184.3,1.121
Jammu and Kashmir,SRINAGAR,Rice (Paddy),Kharif,2100.0,22.0,184.3,2.67
Jammu and Kashmir,SRINAGAR,Wheat,Rabi,2.0,10.5,230.5,5.0
Jammu and Kashmir,SRINAGAR,Wheat,Rabi,3.0,10.5,230.5,3.333
Jammu and Kashmir,SRINAGAR,Maize,Kharif,752.0,22.0,184.3,1.04
Jammu and Kashmir,SRINAGAR,Rice (Paddy),Kharif,3977.0,22.0,184.3,2.962
Jammu and Kashmir,UDHAMPUR,Maize,Kharif,55575.0,22.0,1377.2,1.639
Jammu and Kashmir,UDHAMPUR,Wheat,Rabi,38982.0,10.5,356.5,1.573
Jammu and Kashmir,UDHAMPUR,Maize,Kharif,56454.0,22.0,1377.2,2.201
Jammu and Kashmir,UDHAMPUR,Rice (Paddy),Kharif,9765.0,22.0,1377.2,1.044
Jammu and Kashmir,UDHAMPUR,Maize,Kharif,57705.0,22.0,1377.2,1.746
Jammu and Kashmir,UDHAMPUR,Rice (Paddy),Kharif,9801.0,22.0,1377.2,1.498
Jammu and Kashmir,UDHAMPUR,Wheat,Rabi,41552.0,10.5,356.5,0.15
Jammu and Kashmir,UDHAMPUR,Cotton,Kharif,2.0,22.0,1377.2,0.5
Jammu and Kashmir,UDHAMPUR,Maize,Kharif,58837.0,22.0,1377.2,1.974
Jammu and Kashmir,UDHAMPUR,Rice (Paddy),Kharif,9880.0,22.0,1377.2,1.141
Jammu and Kashmir,UDHAMPUR,Wheat,Rabi,37920.0,10.5,356.5,1.165
