state,district,crop,season,area_ha,temperature_c,rainfall_mm,yield_tons_per_ha
Haryana,Khanna,Sugarcane,Kharif,16.71247498208518,26.7,955.9,84.02
Punjab,Khanna,Rice (Paddy),Kharif,33.82772105210169,27.0,732.8,3.09
Punjab,Doraha,Cotton,Kharif,7.040912445168226,30.4,426.9,2.33
Punjab,Ludhiana,Rice (Paddy),Kharif,30.694677764867983,32.6,811.2,4.05
Haryana,Samrala,Rice (Paddy),Kharif,47.47283262153315,30.7,838.3,4.13
Haryana,Malerkotla,Rice (Paddy),Kharif,25.14628594738283,29.5,459.6,3.5
Haryana,Patiala,Maize,Kharif,44.49982470891271,29.6,540.7,2.86
Haryana,Patiala,Rice (Paddy),Kharif,2.5294644565986304,30.6,514.3,3.65
Punjab,Khanna,Wheat,Rabi,22.69406045761646,17.3,142.6,3.91
Haryana,Malerkotla,Cotton,Kharif,35.440455758454966,30.8,392.5,1.89
Haryana,Malerkotla,Sugarcane,Kharif,47.16708726999229,28.1,1120.3,69.81
Haryana,Khanna,Rice (Paddy),Kharif,26.11623458028637,23.7,556.2,3.43
Punjab,Ludhiana,Sugarcane,Kharif,25.318461149531345,29.5,1027.9,70.76
Haryana,Ludhiana,Maize,Kharif,36.11921070261445,29.1,545.5,3.63
Punjab,Amritsar,Rice (Paddy),Kharif,36.85230034058661,36.8,473.9,3.12
Punjab,Amritsar,Wheat,Rabi,32.03017694953696,16.7,81.6,3.36
Haryana,Patiala,Maize,Kharif,29.851703237654938,27.1,439.0,3.65
Haryana,Amritsar,Maize,Kharif,28.496360409323543,29.4,323.5,3.24
Punjab,Bathinda,Sugarcane,Kharif,40.81801931532042,28.9,822.2,75.86
Punjab,Malerkotla,Wheat,Rabi,31.673211781979727,11.4,168.8,1.79
Punjab,Doraha,Rice (Paddy),Kharif,30.258714380759663,25.1,1193.2,3.81
Punjab,Bathinda,Sugarcane,Kharif,24.777524603214815,30.3,916.9,71.4
Haryana,Samrala,Maize,Kharif,10.212770142618158,27.5,480.4,2.86
Punjab,Ludhiana,Cotton,Kharif,16.171958690139444,33.9,326.1,1.7
Punjab,Ludhiana,Sugarcane,Kharif,26.50234851482977,25.8,964.2,67.78
Punjab,Doraha,Wheat,Rabi,4.6820047057017415,20.5,95.6,3.54
Punjab,Patiala,Maize,Kharif,41.8451313726411,26.7,712.1,3.64
Haryana,Samrala,Sugarcane,Kharif,43.695346024673846,33.0,704.2,63.63
Punjab,Khanna,Rice (Paddy),Kharif,45.776911608622264,32.8,674.9,3.67
Punjab,Jalandhar,Rice (Paddy),Kharif,15.279341795126383,30.8,425.3,4.45
Haryana,Malerkotla,Maize,Kharif,22.89023674025825,27.1,495.8,3.18
Punjab,Phagwara,Maize,Kharif,20.77868803018041,27.6,521.1,2.96
Haryana,Amritsar,Maize,Kharif,4.556165104190828,27.5,562.9,2.58
Punjab,Ludhiana,Rice (Paddy),Kharif,7.359365320407953,27.3,906.9,4.21
Punjab,Ludhiana,Cotton,Kharif,11.994089609225815,27.8,417.2,1.52
Haryana,Ludhiana,Wheat,Rabi,39.4125008341872,20.5,186.3,3.76
Haryana,Samrala,Rice (Paddy),Kharif,32.38368136396839,28.1,932.9,3.66
Punjab,Khanna,Sugarcane,Kharif,23.3517783148713,31.5,879.8,61.45
Punjab,Ludhiana,Wheat,Rabi,38.817364014349046,19.4,90.2,3.42
Punjab,Phagwara,Sugarcane,Kharif,29.061457976977785,34.2,910.9,65.71
Punjab,Patiala,Wheat,Rabi,41.25524331659462,15.1,234.2,3.93
Punjab,Phagwara,Maize,Kharif,44.810877269201804,29.3,436.9,2.91
Haryana,Patiala,Rice (Paddy),Kharif,37.569376815884766,34.1,838.3,4.03
Haryana,Patiala,Rice (Paddy),Kharif,33.91718424248843,33.0,941.9,4.01
Punjab,Samrala,Wheat,Rabi,41.40669128724375,19.0,225.2,4.13
Haryana,Ludhiana,Wheat,Rabi,44.4601634332605,19.0,110.1,3.93
Haryana,Malerkotla,Rice (Paddy),Kharif,11.349204670809632,31.6,825.7,3.95
Haryana,Khanna,Sugarcane,Kharif,2.914855614095804,25.0,1114.6,76.72
Punjab,Malerkotla,Wheat,Rabi,19.270948950906714,19.8,132.0,3.56
Punjab,Patiala,Maize,Kharif,30.557884647240222,27.4,613.4,2.99
Haryana,Ludhiana,Cotton,Kharif,24.692581300883603,30.6,390.3,2.03
Punjab,Khanna,Sugarcane,Kharif,40.803549302991826,29.6,895.9,74.62
Punjab,Phagwara,Maize,Kharif,15.651621300857958,26.7,431.0,3.13
Punjab,Amritsar,Wheat,Rabi,43.67741239326459,23.6,220.6,2.86
Punjab,Bathinda,Maize,Kharif,14.07806511683982,27.1,557.7,3.44
Punjab,Samrala,Sugarcane,Kharif,5.58921517776625,26.4,845.6,80.63
Punjab,Doraha,Cotton,Kharif,44.174152269471726,32.4,530.4,2.3
Punjab,Malerkotla,Sugarcane,Kharif,21.307060810884792,29.5,942.7,70.06
Haryana,Phagwara,Cotton,Kharif,39.9935498276486,35.1,479.6,1.88
Punjab,Malerkotla,Maize,Kharif,17.00776210405567,22.4,462.8,3.0
Haryana,Jalandhar,Rice (Paddy),Kharif,1.2621004460169194,31.9,793.9,4.05
Haryana,Phagwara,Sugarcane,Kharif,35.66923644952674,35.6,1329.3,80.36
Punjab,Jalandhar,Cotton,Kharif,29.41187767577343,29.7,472.8,2.02
Haryana,Samrala,Sugarcane,Kharif,23.706159431427665,27.8,880.8,72.17
Haryana,Malerkotla,Cotton,Kharif,26.450486578889915,30.3,344.0,2.11
Punjab,Amritsar,Wheat,Rabi,10.625624445916507,18.2,177.4,4.3
Punjab,Malerkotla,Maize,Kharif,36.23211820124645,24.0,517.1,3.28
Haryana,Bathinda,Wheat,Rabi,12.260510729710589,16.9,193.6,3.84
Haryana,Khanna,Cotton,Kharif,44.08101254168375,30.5,545.6,1.81
Haryana,Khanna,Maize,Kharif,2.19515866239474,25.0,323.4,2.95
Punjab,Patiala,Rice (Paddy),Kharif,1.0351260766224093,31.1,877.3,4.45
Punjab,Ludhiana,Maize,Kharif,49.33114622426394,25.3,537.9,3.04
Punjab,Doraha,Rice (Paddy),Kharif,21.345474077532202,29.6,896.2,3.95
Haryana,Bathinda,Sugarcane,Kharif,13.421193909602328,28.6,885.9,75.76
Haryana,Phagwara,Wheat,Rabi,28.27988308020167,19.4,155.4,3.13
Punjab,Patiala,Wheat,Rabi,40.86717057305525,16.1,239.5,3.52
Haryana,Malerkotla,Sugarcane,Kharif,22.53588124193004,29.2,1305.5,74.19
Punjab,Jalandhar,Wheat,Rabi,6.804623549629611,16.3,162.8,3.89
Punjab,Bathinda,Wheat,Rabi,28.978586994972943,17.0,130.0,3.59
Punjab,Phagwara,Wheat,Rabi,15.204153297159124,15.8,127.9,4.21
Haryana,Patiala,Cotton,Kharif,20.04298222954311,31.9,636.7,2.08
Punjab,Samrala,Cotton,Kharif,28.64554479813852,34.9,377.4,1.81
Haryana,Ludhiana,Rice (Paddy),Kharif,14.486569190625001,28.8,902.0,3.22
Haryana,Phagwara,Maize,Kharif,49.15132238739927,29.9,523.2,2.89
Punjab,Ludhiana,Sugarcane,Kharif,16.1684057741406,29.7,824.9,77.79
Punjab,Jalandhar,Rice (Paddy),Kharif,34.306564004086155,27.2,918.7,4.63
Haryana,Khanna,Cotton,Kharif,16.4842314204533,33.3,343.6,1.92
Punjab,Bathinda,Rice (Paddy),Kharif,5.652728723498219,33.5,875.8,3.51
Punjab,Jalandhar,Maize,Kharif,29.67778289998248,32.9,399.2,3.02
Punjab,Ludhiana,Rice (Paddy),Kharif,19.68903168525305,30.8,776.3,3.9
Punjab,Khanna,Wheat,Rabi,44.116548618280305,17.3,155.6,4.01
Haryana,Phagwara,Cotton,Kharif,44.997007133938354,32.3,514.4,2.1
Punjab,Jalandhar,Sugarcane,Kharif,2.758744808257689,30.4,975.2,78.82
Punjab,Khanna,Maize,Kharif,11.339327893668777,25.5,277.1,2.38
Punjab,Jalandhar,Maize,Kharif,39.81730697548701,28.7,476.4,3.16
Punjab,Amritsar,Wheat,Rabi,6.723401278963648,19.5,94.9,3.9
Punjab,Amritsar,Wheat,Rabi,17.92185491839018,18.3,108.3,3.95
Haryana,Patiala,Cotton,Kharif,13.610907461680068,32.3,409.1,2.23
Haryana,Jalandhar,Cotton,Kharif,34.17661192026395,33.9,496.2,1.91
Haryana,Doraha,Cotton,Kharif,44.81047709363443,29.6,371.5,1.69
Punjab,Amritsar,Maize,Kharif,1.5229421045928717,22.3,771.0,3.6
Punjab,Malerkotla,Maize,Kharif,5.849462547026635,25.2,597.1,3.04
Punjab,Doraha,Wheat,Rabi,44.50510813704208,16.1,152.0,3.6
Punjab,Jalandhar,Rice (Paddy),Kharif,43.63963783411987,29.6,653.8,4.19
Punjab,Ludhiana,Sugarcane,Kharif,17.479323647742824,23.9,1051.5,80.57
Punjab,Phagwara,Cotton,Kharif,13.59880669593603,33.1,398.8,1.95
Punjab,Doraha,Wheat,Rabi,34.60793747923677,18.9,135.4,3.2
Haryana,Doraha,Wheat,Rabi,24.816819553231365,16.8,199.4,3.97
Haryana,Jalandhar,Rice (Paddy),Kharif,21.372941365497127,29.6,845.1,4.57
Haryana,Khanna,Wheat,Rabi,27.082913828560148,15.1,232.3,3.39
Haryana,Phagwara,Wheat,Rabi,10.728600084541881,19.0,144.9,3.38
Haryana,Doraha,Sugarcane,Kharif,1.884950768238066,25.5,1238.6,82.86
Haryana,Malerkotla,Wheat,Rabi,49.47769125414157,18.7,128.8,3.49
Punjab,Doraha,Rice (Paddy),Kharif,43.50037731665253,32.0,1202.7,4.04
Haryana,Khanna,Maize,Kharif,16.218273761988577,24.5,816.7,3.81
Haryana,Doraha,Maize,Kharif,35.47288866889499,25.4,506.9,2.97
Punjab,Samrala,Sugarcane,Kharif,16.725836477652578,30.3,1069.0,68.0
Haryana,Samrala,Sugarcane,Kharif,47.20801477264107,33.6,999.2,76.58
Punjab,Amritsar,Rice (Paddy),Kharif,21.61088160706215,33.8,1072.1,4.5
Haryana,Samrala,Sugarcane,Kharif,15.624082396240267,25.7,805.1,68.27
Punjab,Doraha,Cotton,Kharif,18.876086719084988,28.7,390.5,1.57
Haryana,Doraha,Rice (Paddy),Kharif,18.18612762181113,32.5,622.7,3.54
Haryana,Jalandhar,Rice (Paddy),Kharif,46.91051344152608,27.0,818.6,4.19
Haryana,Ludhiana,Rice (Paddy),Kharif,15.965261428594816,33.4,681.7,3.85
Punjab,Bathinda,Wheat,Rabi,46.50773909458944,17.0,123.5,3.49
Punjab,Ludhiana,Wheat,Rabi,28.014552142477893,14.1,161.2,2.84
Haryana,Bathinda,Sugarcane,Kharif,45.552386446613575,31.6,934.5,64.62
Haryana,Khanna,Maize,Kharif,18.63578777455281,27.5,595.8,2.94
Haryana,Samrala,Rice (Paddy),Kharif,49.07044496663873,27.3,1068.0,3.98
Haryana,Doraha,Cotton,Kharif,2.077339579926857,28.8,580.5,1.69
Haryana,Phagwara,Maize,Kharif,29.857865105564844,24.0,655.1,3.32
Haryana,Ludhiana,Rice (Paddy),Kharif,30.831100048839286,32.0,744.7,4.32
Haryana,Doraha,Wheat,Rabi,4.651012629113364,19.2,161.3,3.9
Punjab,Samrala,Wheat,Rabi,11.18076084254669,12.2,226.9,2.14
Punjab,Khanna,Sugarcane,Kharif,17.549651840007513,18.2,931.3,76.26
Haryana,Doraha,Maize,Kharif,43.152411033585516,24.5,310.5,2.99
Haryana,Patiala,Rice (Paddy),Kharif,35.114850369942346,34.5,887.3,3.96
Punjab,Jalandhar,Maize,Kharif,7.171091411327528,30.3,487.0,3.2
Haryana,Bathinda,Maize,Kharif,28.748511042480285,26.9,668.2,3.55
Haryana,Bathinda,Rice (Paddy),Kharif,29.21347533358117,31.0,892.7,4.15
Haryana,Patiala,Rice (Paddy),Kharif,24.9954975610349,28.5,665.6,3.57
Punjab,Malerkotla,Maize,Kharif,24.05319266418068,25.8,544.9,3.09
Haryana,Bathinda,Maize,Kharif,35.491757880277284,24.9,439.6,3.01
Punjab,Patiala,Rice (Paddy),Kharif,37.433669212227436,29.3,522.6,3.85
Punjab,Samrala,Sugarcane,Kharif,26.23144793417293,30.7,640.2,70.76
Haryana,Khanna,Cotton,Kharif,35.45160128421221,31.9,509.7,2.01
Haryana,Patiala,Sugarcane,Kharif,14.497437596770341,30.3,1109.5,75.48
Punjab,Doraha,Maize,Kharif,11.255100314975873,26.6,415.6,3.1
Haryana,Jalandhar,Cotton,Kharif,18.16334616279705,31.3,440.9,2.2
Punjab,Malerkotla,Sugarcane,Kharif,19.535420790460776,25.8,835.1,67.17
Punjab,Ludhiana,Maize,Kharif,10.75503332856993,18.9,457.8,2.73
Punjab,Jalandhar,Cotton,Kharif,2.0845881004453566,32.4,396.6,1.79
Haryana,Ludhiana,Rice (Paddy),Kharif,39.49766349527835,30.7,844.8,4.44
Punjab,Phagwara,Maize,Kharif,47.30425449223631,28.9,403.9,2.9
Punjab,Phagwara,Maize,Kharif,45.17280670393671,33.5,556.8,3.06
Punjab,Bathinda,Sugarcane,Kharif,30.95649364182074,22.8,910.6,71.7
Punjab,Doraha,Rice (Paddy),Kharif,39.315678231635445,30.4,785.9,4.12
Punjab,Patiala,Maize,Kharif,2.743525143879669,24.3,503.7,2.9
Haryana,Samrala,Rice (Paddy),Kharif,23.963930212822877,27.6,717.5,3.46
Haryana,Bathinda,Rice (Paddy),Kharif,9.336994268680737,32.7,823.6,4.19
Haryana,Khanna,Maize,Kharif,6.7010740430127855,26.6,521.1,3.46
Punjab,Doraha,Maize,Kharif,8.277353788598756,26.6,293.2,2.71
Haryana,Phagwara,Maize,Kharif,33.40665928940398,25.8,447.6,3.09
Punjab,Patiala,Maize,Kharif,34.32225676233922,21.9,326.8,2.48
Haryana,Patiala,Maize,Kharif,24.067357226992545,32.2,530.2,3.19
Haryana,Samrala,Sugarcane,Kharif,30.1468029804877,28.2,1282.5,70.85
Haryana,Ludhiana,Maize,Kharif,9.185727803970499,25.6,312.7,2.99
Punjab,Patiala,Sugarcane,Kharif,13.59259503023643,29.0,1162.3,94.55
Haryana,Patiala,Maize,Kharif,16.414495780765137,26.8,376.6,3.22
Haryana,Patiala,Wheat,Rabi,14.754777380765107,17.0,158.2,3.62
Haryana,Doraha,Wheat,Rabi,38.65263248474486,17.3,109.0,3.78
Haryana,Malerkotla,Rice (Paddy),Kharif,26.140783700034444,29.5,923.0,4.37
Punjab,Ludhiana,Rice (Paddy),Kharif,18.973488371860277,27.6,1050.1,4.82
Punjab,Doraha,Wheat,Rabi,44.09045267198834,16.4,217.1,4.02
Haryana,Malerkotla,Maize,Kharif,21.7534882848339,26.3,343.9,2.91
Haryana,Khanna,Cotton,Kharif,38.19237435450894,32.1,473.4,2.29
Haryana,Malerkotla,Cotton,Kharif,13.72092063642737,34.2,493.2,2.17
Haryana,Ludhiana,Maize,Kharif,15.170464446327616,27.2,576.9,3.52
Haryana,Samrala,Maize,Kharif,21.488403465575626,27.8,501.5,2.73
Haryana,Samrala,Maize,Kharif,46.43311677475072,29.1,390.8,2.89
Haryana,Amritsar,Wheat,Rabi,22.597524270390526,15.2,97.8,3.34
Haryana,Doraha,Maize,Kharif,24.771463478002403,26.7,444.1,3.89
Haryana,Jalandhar,Maize,Kharif,9.696609914559577,27.2,486.6,2.79
Punjab,Amritsar,Sugarcane,Kharif,3.9435852493941397,28.9,782.2,76.26
Punjab,Ludhiana,Wheat,Rabi,29.688810977436745,15.3,141.7,3.74
Punjab,Amritsar,Rice (Paddy),Kharif,21.97294826954255,29.6,710.4,4.01
Punjab,Malerkotla,Wheat,Rabi,31.747801555886547,16.4,182.3,3.48
Punjab,Khanna,Sugarcane,Kharif,36.45545432155907,28.2,1365.0,83.51
Punjab,Samrala,Rice (Paddy),Kharif,2.549381873635734,32.9,906.6,4.37
Haryana,Ludhiana,Cotton,Kharif,41.77736646307032,31.1,315.0,1.78
Punjab,Samrala,Wheat,Rabi,13.351424455658403,18.4,114.0,3.71
Haryana,Amritsar,Rice (Paddy),Kharif,6.918196599196357,28.8,680.3,3.64
Punjab,Jalandhar,Cotton,Kharif,25.732234293637234,31.8,372.8,2.33
Punjab,Jalandhar,Wheat,Rabi,37.64825891425944,19.0,173.4,3.43
Haryana,Samrala,Rice (Paddy),Kharif,21.464311287566435,32.4,712.2,3.89
Haryana,Khanna,Maize,Kharif,39.806089708869074,25.9,360.3,2.79
Haryana,Khanna,Cotton,Kharif,27.227383996836146,33.5,360.9,1.87
Haryana,Doraha,Cotton,Kharif,16.656551138566314,35.8,529.7,1.62
Punjab,Bathinda,Sugarcane,Kharif,33.740852435937356,28.0,330.5,68.19
Haryana,Patiala,Cotton,Kharif,20.77388241987073,32.2,80.3,1.99
Haryana,Samrala,Cotton,Kharif,8.19853654212342,33.8,389.7,2.06
Haryana,Bathinda,Rice (Paddy),Kharif,2.98494947412477,29.2,965.9,4.72
Haryana,Patiala,Maize,Kharif,38.21200654286784,21.5,345.8,3.0
Punjab,Samrala,Wheat,Rabi,21.41804714399987,20.3,161.2,3.61
Haryana,Amritsar,Maize,Kharif,3.0521392981,29.8,439.2,2.83
Punjab,Ludhiana,Rice (Paddy),Kharif,29.101479661825586,30.1,770.9,4.18
Haryana,Malerkotla,Maize,Kharif,4.003640928011956,25.6,336.9,2.96
Punjab,Samrala,Cotton,Kharif,22.59749713609308,34.3,641.2,2.26
Haryana,Khanna,Cotton,Kharif,1.6250675056640969,35.1,452.4,1.48
Punjab,Phagwara,Wheat,Rabi,45.937826753417916,15.0,105.0,3.39
Haryana,Malerkotla,Rice (Paddy),Kharif,45.79366662102156,25.2,593.2,3.05
Haryana,Patiala,Wheat,Rabi,9.557853207313038,18.0,138.8,3.65
Haryana,Ludhiana,Maize,Kharif,47.224507636784196,25.6,399.2,2.79
Haryana,Patiala,Wheat,Rabi,30.72925940932937,19.5,165.4,3.31
Haryana,Khanna,Wheat,Rabi,1.956605964201712,20.6,137.4,3.46
Punjab,Jalandhar,Cotton,Kharif,26.82647598715946,32.8,563.7,2.19
Punjab,Khanna,Rice (Paddy),Kharif,7.049715112806065,26.6,630.9,3.51
Haryana,Khanna,Wheat,Rabi,32.53405402638346,17.2,157.1,4.18
Haryana,Malerkotla,Sugarcane,Kharif,16.404867012305466,30.3,862.7,69.31
Haryana,Bathinda,Maize,Kharif,13.041765297108503,22.4,415.5,3.02
Haryana,Bathinda,Maize,Kharif,16.81150164681319,22.7,422.2,2.99
Haryana,Phagwara,Cotton,Kharif,10.409648965713313,31.9,423.0,2.41
Punjab,Malerkotla,Sugarcane,Kharif,27.9249891020792,23.3,1137.4,78.73
Haryana,Patiala,Rice (Paddy),Kharif,28.161807306099114,32.6,1004.7,3.67
Punjab,Malerkotla,Wheat,Rabi,28.117957338566335,15.0,120.3,3.45
Punjab,Patiala,Cotton,Kharif,15.507209991908407,33.7,455.3,1.93
Haryana,Khanna,Rice (Paddy),Kharif,27.07450423953527,29.8,1051.6,5.35
Punjab,Ludhiana,Rice (Paddy),Kharif,5.111000070816556,33.3,886.5,3.42
Haryana,Jalandhar,Sugarcane,Kharif,43.7057383546982,25.2,1151.5,76.34
Punjab,Malerkotla,Wheat,Rabi,28.65075216882168,17.4,113.8,3.82
Punjab,Patiala,Wheat,Rabi,36.25836225000631,18.9,87.6,3.84
Haryana,Ludhiana,Maize,Kharif,48.82745871556331,24.3,714.3,4.07
Haryana,Patiala,Wheat,Rabi,26.320066202063156,16.6,77.8,3.46
Haryana,Samrala,Rice (Paddy),Kharif,18.531461366246546,32.6,647.9,4.0
Haryana,Samrala,Wheat,Rabi,14.529812989729448,17.1,154.6,4.23
Haryana,Jalandhar,Wheat,Rabi,39.4251717823719,19.7,190.9,3.94
Punjab,Doraha,Maize,Kharif,7.773372252481521,23.4,593.9,3.62
Haryana,Bathinda,Wheat,Rabi,35.40605210376731,19.4,134.4,4.04
Haryana,Jalandhar,Wheat,Rabi,10.230043371286419,17.4,74.3,2.78
Haryana,Phagwara,Wheat,Rabi,26.860838244374975,22.0,190.8,3.58
Punjab,Amritsar,Maize,Kharif,23.924609981310105,27.9,361.3,3.16
Haryana,Doraha,Cotton,Kharif,13.249938025967756,35.3,464.2,1.92
Punjab,Doraha,Wheat,Rabi,39.87160575823801,15.2,120.7,3.88
Haryana,Doraha,Maize,Kharif,2.5367168714248316,31.7,429.0,2.61
Punjab,Amritsar,Wheat,Rabi,39.44077451251464,15.8,80.4,3.41
Punjab,Patiala,Maize,Kharif,16.2095066694964,23.9,421.3,3.05
Haryana,Amritsar,Sugarcane,Kharif,17.342105329480475,27.2,689.7,71.62
Punjab,Bathinda,Cotton,Kharif,14.274551939096687,35.3,587.1,2.22
Haryana,Samrala,Maize,Kharif,1.2827624033554317,25.6,637.7,3.16
Haryana,Ludhiana,Wheat,Rabi,23.514681751458102,21.6,178.8,3.17
Haryana,Samrala,Sugarcane,Kharif,20.813857069076235,29.3,1129.8,77.52
Punjab,Khanna,Maize,Kharif,28.188478932958695,25.0,482.3,3.31
Haryana,Khanna,Maize,Kharif,32.092211734939276,29.6,509.4,3.7
Haryana,Patiala,Sugarcane,Kharif,46.44095406361612,30.6,948.3,71.88
Punjab,Patiala,Cotton,Kharif,11.952863292774056,30.5,621.4,2.34
Haryana,Patiala,Sugarcane,Kharif,17.593520300945297,31.7,782.5,76.4
Haryana,Bathinda,Wheat,Rabi,22.950784414787805,16.7,192.9,3.51
Haryana,Phagwara,Cotton,Kharif,11.598746074511936,34.5,379.3,2.01
Punjab,Jalandhar,Wheat,Rabi,32.030890634316776,17.9,120.1,3.71
Punjab,Bathinda,Wheat,Rabi,15.169734438965714,19.5,195.1,3.36
Haryana,Khanna,Maize,Kharif,26.1556516677344,25.6,604.3,3.3
Haryana,Malerkotla,Cotton,Kharif,32.54028256190106,34.4,413.6,1.92
Haryana,Amritsar,Rice (Paddy),Kharif,28.688615782525158,29.3,570.9,3.75
Punjab,Bathinda,Sugarcane,Kharif,17.692098787077665,29.2,880.1,77.69
Punjab,Phagwara,Sugarcane,Kharif,14.166336051959144,32.0,818.1,64.56
Punjab,Doraha,Cotton,Kharif,30.50626970005528,34.4,399.7,2.13
Haryana,Khanna,Wheat,Rabi,49.47009316837439,16.5,184.6,3.96
Haryana,Khanna,Rice (Paddy),Kharif,22.618854008433686,27.9,1010.3,4.32
Haryana,Patiala,Maize,Kharif,44.326160239636614,28.1,355.3,3.23
Haryana,Jalandhar,Sugarcane,Kharif,18.039153942406465,29.4,1106.3,77.19
Punjab,Doraha,Sugarcane,Kharif,6.560208243744516,24.1,959.3,70.36
Haryana,Jalandhar,Wheat,Rabi,27.03520884098561,20.7,165.3,3.27
Punjab,Samrala,Maize,Kharif,39.12123687343426,32.8,568.9,3.19
Punjab,Amritsar,Maize,Kharif,15.601009938451208,31.5,595.7,3.21
Haryana,Phagwara,Maize,Kharif,47.50651038752411,25.5,625.0,3.32
Haryana,Khanna,Rice (Paddy),Kharif,38.44796683977077,22.4,665.5,3.48
Punjab,Doraha,Rice (Paddy),Kharif,20.95151319134489,26.5,535.0,3.64
Haryana,Malerkotla,Rice (Paddy),Kharif,3.5794635187308947,27.5,787.7,3.99
Haryana,Khanna,Maize,Kharif,1.3991661615175224,33.6,416.5,3.12
Punjab,Malerkotla,Maize,Kharif,49.93131022889062,30.5,472.5,3.1
Punjab,Malerkotla,Rice (Paddy),Kharif,15.241505496020025,31.3,861.2,3.6
Haryana,Khanna,Wheat,Rabi,35.996556406008374,22.1,200.4,3.15
Haryana,Khanna,Sugarcane,Kharif,18.394757010879324,30.8,1041.1,72.36
Punjab,Ludhiana,Wheat,Rabi,34.50127774050642,14.2,70.7,2.4
Haryana,Jalandhar,Maize,Kharif,45.5539871293117,30.4,465.0,2.75
Haryana,Ludhiana,Cotton,Kharif,45.99146476462345,31.4,394.1,2.0
Haryana,Malerkotla,Maize,Kharif,37.896099247509724,27.1,424.7,2.54
Haryana,Bathinda,Maize,Kharif,9.779804056640806,31.8,724.0,3.77
Punjab,Amritsar,Cotton,Kharif,27.727378074232107,32.2,380.5,1.98
Haryana,Amritsar,Rice (Paddy),Kharif,31.564837341891792,26.8,906.0,3.69
Haryana,Doraha,Maize,Kharif,30.909299465558625,25.4,414.8,3.24
Haryana,Amritsar,Maize,Kharif,18.51667207110226,25.8,621.9,2.88
Punjab,Malerkotla,Sugarcane,Kharif,4.392276161535953,24.1,590.1,59.11
Haryana,Amritsar,Cotton,Kharif,6.26069480408272,27.6,320.3,1.28
Haryana,Amritsar,Maize,Kharif,41.50965477141782,27.2,651.7,2.89
Haryana,Bathinda,Wheat,Rabi,41.806174480141436,19.0,89.3,4.01
Haryana,Ludhiana,Wheat,Rabi,44.658773357568975,14.1,188.9,3.07
Punjab,Phagwara,Wheat,Rabi,11.115816388393819,16.1,200.0,3.51
Haryana,Jalandhar,Rice (Paddy),Kharif,1.6959056523674705,28.2,665.7,3.84
Punjab,Khanna,Cotton,Kharif,18.42547796362071,35.9,383.2,1.72
Haryana,Phagwara,Wheat,Rabi,4.155850684737116,16.9,114.1,3.23
Punjab,Patiala,Maize,Kharif,12.16431621574853,29.0,642.7,3.24
Haryana,Phagwara,Wheat,Rabi,43.1002628973569,15.7,204.6,2.98
Punjab,Ludhiana,Wheat,Rabi,43.152142737895765,16.9,84.2,3.86
Punjab,Jalandhar,Sugarcane,Kharif,40.34534875431977,24.6,988.3,79.34
Punjab,Phagwara,Wheat,Rabi,10.74692387312401,19.5,157.4,3.88
Haryana,Ludhiana,Wheat,Rabi,5.579928908317734,21.0,174.0,3.07
Haryana,Jalandhar,Rice (Paddy),Kharif,49.37122414188001,37.7,964.1,3.58
Punjab,Bathinda,Wheat,Rabi,19.295549417305164,19.1,174.6,3.44
Haryana,Khanna,Maize,Kharif,20.617424119227966,24.4,628.8,3.45
Punjab,Khanna,Maize,Kharif,34.59965423501772,26.0,584.5,2.95
Haryana,Amritsar,Cotton,Kharif,4.368796652345189,31.5,247.4,1.93
Haryana,Patiala,Cotton,Kharif,28.143144958877237,27.3,468.9,1.27
Punjab,Jalandhar,Rice (Paddy),Kharif,41.94296478826346,28.1,846.8,4.42
Haryana,Jalandhar,Sugarcane,Kharif,12.316141565338476,27.3,851.6,66.87
Punjab,Ludhiana,Maize,Kharif,25.812117144958236,30.4,431.3,2.44
Punjab,Amritsar,Rice (Paddy),Kharif,32.735830132886804,29.8,697.7,3.69
Haryana,Bathinda,Sugarcane,Kharif,14.321175609569872,29.6,1244.4,78.19
Haryana,Bathinda,Maize,Kharif,48.3427232168923,33.3,367.2,3.14
Haryana,Patiala,Cotton,Kharif,14.145827581434904,34.9,511.8,2.05
Haryana,Khanna,Cotton,Kharif,23.415620682705274,33.0,309.1,2.17
Haryana,Khanna,Maize,Kharif,46.61994451810551,30.7,339.2,2.95
Haryana,Jalandhar,Wheat,Rabi,4.90313620561346,18.7,207.1,3.49
Punjab,Phagwara,Rice (Paddy),Kharif,48.571855695517314,33.3,676.9,3.47
Haryana,Amritsar,Rice (Paddy),Kharif,17.601257326428534,31.4,934.7,3.86
Punjab,Amritsar,Cotton,Kharif,20.556355678313874,30.9,441.9,2.27
Haryana,Ludhiana,Rice (Paddy),Kharif,4.862085784896416,29.1,1001.4,4.32
Punjab,Malerkotla,Cotton,Kharif,29.084313151081037,33.0,430.7,2.0
Punjab,Samrala,Cotton,Kharif,23.853287250658646,34.8,397.0,1.88
Punjab,Phagwara,Wheat,Rabi,30.0937868679518,18.2,109.9,3.56
Punjab,Doraha,Maize,Kharif,35.14298018425272,20.5,584.5,2.8
Haryana,Doraha,Maize,Kharif,34.2473364047363,31.2,273.2,2.98
Punjab,Doraha,Maize,Kharif,3.4510910789113356,25.3,384.6,3.3
